ID,Precinct,ORGRANIZATION AND PROGRAM NAME,ADDRESS,BOROUGH,ZIP,DISPLAY PHYSICAL ADDRESS,PHONE,FAX,TTY,WEBSITE,HOTLINE PHONE,HOTLINE HOURS,HOTLINE HOURS (OTHER),PROGRAM HOURS,PROGRAM HOURS (OTHER),BOROUGHS SERVED,LANGUAGE INTERPRETATION SVCS,1stLANGUAGE,2ndLANGUAGE,3rdLANGUAGE,4th LANGUAGE,5thLANGUAGE,LanguageServices,WHEELCHAIR ACCESS,FEE SVC,SPECIALIZED SVCS,OTHER SPECIALIZED SVCS,SVCS PROVIDED,OTHER SVCS PROVIDED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
ded7100e-2345-49f6-8f13-802e817aa4ec,"73rd Precinct, Domestic Violence Unit, New York City Police Department","73rd Precinct, Domestic Violence Unit, New York City Police Department",1470 East New York Avenue,Brooklyn,11212,Yes,1-718-495-6205,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.671122,-73.913501,16,41,924,3080735,3034970002,Brownsville
8b5b67ff-7e75-486e-8bfe-a4adbb907c27,"75th Precinct, Domestic Violence Unit, New York City Police Department","75th Precinct, Domestic Violence Unit, New York City Police Department",1000 Sutter Avenue,Brooklyn,10027,Yes,1-718-827-3502,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.671082,-73.881416,,,,,,Cypress Hills
4c4a6a0d-2a41-4ec1-a0ee-71349d7e5547,"76th Precinct, Domestic Violence Unit, New York City Police Department","76th Precinct, Domestic Violence Unit, New York City Police Department",191 Union Street,Brooklyn,11231,Yes,1-718-834-3204,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.683643,-74.000303,6,39,63,3004301,3003370027,Carroll Gardens-Columbia Street-Red Hook
be2bfe91-4017-42f6-8708-2bd994d20931,"79th Precinct, Domestic Violence Unit, New York City Police Department","79th Precinct, Domestic Violence Unit, New York City Police Department",263 Tompkins Avenue,Brooklyn,11216,Yes,1-718-636-6607,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.688993,-73.945025,3,36,263,3050453,3018000003,Bedford
36fab4f1-67a8-4746-b00b-c74ebdfc391d,"83rd Precinct, Domestic Violence Unit, New York City Police Department","83rd Precinct, Domestic Violence Unit, New York City Police Department",480 Knickerbocker Avenue,Brooklyn,11237,Yes,1-718-574-1830,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.698466,-73.917768,4,37,433,3326387,3033070022,Bushwick North
6523371f-5565-4d00-b4f6-221dc9e6c42d,"84th Precinct, Domestic Violence Unit, New York City Police Department","84th Precinct, Domestic Violence Unit, New York City Police Department",301 Gold Street,Brooklyn,11201,Yes,1-718-834-4579,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.695447,-73.983228,2,35,15,3000252,3001340006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
1fa8bcdd-9f08-45fa-bafe-a56cbf7bfb52,"94th Precinct, Domestic Violence Unit, New York City Police Department","94th Precinct, Domestic Violence Unit, New York City Police Department",100 Meserole Avenue,Brooklyn,11222,Yes,1-718-383-4250,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.726993,-73.952982,1,33,561,3065579,3026190003,Greenpoint
a98d9690-7e8f-4289-82c7-74fff78a6a20,"Police Service Area (PSA) 1, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 1, Domestic Violence Unit, New York City Police Department",2860 West 23 Street,Brooklyn,11224,Yes,1-718-265-7310,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.576884,-73.990241,13,47,326,3000000,3070150030,Seagate-Coney Island
feca7041-90b1-48f3-9173-6e91cf6c37d8,"Police Service Area (PSA) 2, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 2, Domestic Violence Unit, New York City Police Department",560 Sutter Avenue,Brooklyn,11208,Yes,1-718-922-8019,,,https://www1.nyc.gov/site/nypd/index.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Survivors of Teen Dating Violence;Other,Services available for survivors of all types of crime,Other,,40.668892,-73.898403,5,42,1134,3328033,3037680018,East New York (Pennsylvania Ave)
6888faa3-45a3-443b-a2a2-26cc50516033,"Police Service Area (PSA) 3, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 3, Domestic Violence Unit, New York City Police Department",25 Central Avenue,Brooklyn,11206,Yes,1-718-386-4305,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Brooklyn,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.70226,-73.932478,4,34,425,3392857,3031480001,Bushwick South
0b926d4a-fdbc-4bc7-ae0f-c0b2b0797db9,"Police Service Area (PSA) 4, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 4, Domestic Violence Unit, New York City Police Department",130 Avenue C,Manhattan,10009,Yes,1-212-375-9367,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Manhattan,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.724881,-73.978263,3,2,2602,1075834,1003780001,Lower East Side
ab4efc03-953f-42c8-ae42-eb2249f04917,"Police Service Area (PSA) 5, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 5, Domestic Violence Unit, New York City Police Department",221 East 123 Street,Manhattan,10035,Yes,1-212-996-8416,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Manhattan,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.802127,-73.936108,11,8,194,1087233,1017880009,East Harlem North
9caa3c5d-40c9-44c4-b799-97bdc5d5d95e,"Police Service Area (PSA) 6, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 6, Domestic Violence Unit, New York City Police Department",2770 Fredrick Douglas Boulevard,Manhattan,10039,Yes,1-212-694-7714,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Manhattan,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.824266,-73.940863,10,9,234,1060519,1020330001,Central Harlem North-Polo Grounds
ec58cf7c-94c8-461d-9a61-cdce32e3b41d,"Police Service Area (PSA) 7, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 7, Domestic Violence Unit, New York City Police Department",737 Melrose Avenue,Bronx,10451,Yes,1-718-292-3909,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Bronx,Yes,English,Language Line Service,,,,1,Yes,No,Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.820729,-73.915665,1,17,69,2101214,2024020017,Melrose South-Mott Haven North
1777c2b8-fc58-4c42-bb1e-db6c90a9d8e6,"Police Service Area (PSA) 8, Domestic Violence Unit, New York City Police Department","Police Service Area (PSA) 8, Domestic Violence Unit, New York City Police Department",2794 Randall Avenue,Bronx,10465,Yes,1-718-409-1708,,,https://www1.nyc.gov/site/nypd/bureaus/patrol/precincts-landing.page,,,,24/7,,Bronx,Yes,English,Language Line Service,,,,1,Yes,No,Survivors of Sexual Assault and DV;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Other,Survivors of All Crime,,,40.824295,-73.82558,10,13,144,2091483,2055670001,Schuylerville-Throgs Neck-Edgewater Park
cd32ac8c-781f-4679-aebb-2b15958cf767,Safe Horizon - 102nd Precinct Domestic Violence Victim Advocate,Safe Horizon - 102nd Precinct Domestic Violence Victim Advocate,87-34 118 Street,Queens,11418,Yes,1-718-805-3261,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Queens,Yes,English,Haitian Creole,,,,2,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.699311,-73.83157,9,29,122,4195880,4093270021,Richmond Hill
a622100c-54ae-44cf-8c02-60e8c811ce8b,Safe Horizon - 103rd Precinct Domestic Violence Victim Advocate,Safe Horizon - 103rd Precinct Domestic Violence Victim Advocate,168-02 91 Avenue,Queens,11434,Yes,1-929-420-1803,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Queens,Yes,English,Spanish,,,,2,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.70724,-73.792704,12,27,460,4209646,4097990027,Jamaica
8a8bd431-bd6b-4086-a58e-7217ddcf6c04,Safe Horizon - 104th Precinct Domestic Violence Victim Advocate,Safe Horizon - 104th Precinct Domestic Violence Victim Advocate,64-2 Catalpa Avenue,Queens,11385,Yes,1-718-386-3097,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 12:00 PM - 8:00 PM,Queens,Yes,English,Spanish,,,,2,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.704441,-73.893729,5,30,581,4088186,4036320001,Ridgewood
ee0fd959-4bc6-4158-b7ee-6f6dc4dde5ef,Safe Horizon - 106th Precinct Crime Victim Assistance Program (CVAP),Safe Horizon - 106th Precinct Crime Victim Assistance Program (CVAP),105-53 101 Street,Queens,11417,Yes,1-929-420-1808,,1-866-604-5350,https://www.safehorizon.org/our-services/information-and-options/crime-victim-assistance-program/,1-800-621-4673,24/7,,Other,Mon - Fri: 8:00 AM - 4:00 PM,Queens,Yes,English,Bengali,Spanish,,,3,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.680567,-73.83917,10,32,94,,,South Ozone Park
