ID,NAME,ORGRANIZATION AND PROGRAM NAME,ADDRESS,BOROUGH,ZIP,DISPLAY PHYSICAL ADDRESS,PHONE,FAX,TTY,WEBSITE,HOTLINE PHONE,HOTLINE HOURS,HOTLINE HOURS (OTHER),PROGRAM HOURS,PROGRAM HOURS (OTHER),BOROUGHS SERVED,LANGUAGE INTERPRETATION SVCS,LANGUAGE SVCS,LANGUAGE (OTHER),WHEELCHAIR ACCESS,FEE SVC,SPECIALIZED SVCS,OTHER SPECIALIZED SVCS,SVCS PROVIDED,OTHER SVCS PROVIDED,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
625acb8a-427b-4e66-8865-92f9d5cc8851,The Legal Aid Society - Staten Island Neighborhood Office,The Legal Aid Society - Staten Island Neighborhood Office,"60 Bay Street, 3 Floor",Staten Island,10301,Yes,1-347-422-5333,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Staten Island,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.640558,-74.07569,1,49,3,5000025,5000050051,West New Brighton-New Brighton-St. George
c42a3639-1d58-4397-905b-80c5408da677,The Legal Aid Society - Queens Neighborhood Office,The Legal Aid Society - Queens Neighborhood Office,120-46 Queens Boulevard,Queens,11415,Yes,1-718-286-2450,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Queens,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.713313,-73.828612,9,29,216,4080152,4033580018,Kew Gardens
751ede17-6049-4e43-aa81-a18b2c76def0,The Legal Aid Society - Queens Housing Court,The Legal Aid Society - Queens Housing Court,89-17 Sutphin Boulevard,Queens,11435,Yes,1-718-739-6272,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Queens,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.703617,-73.808685,12,24,240,4448759,4096800001,Jamaica
df57d586-c03c-4ae6-b1d4-3c754e86519c,The Legal Aid Society - Manhattan Housing Court Office,The Legal Aid Society - Manhattan Housing Court Office,"111 Centre Street, Room 106",Manhattan,10013,Yes,1-212-577-3300,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Manhattan,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.716317,-74.001277,1,1,31,1001833,1001690010,SoHo-TriBeCa-Civic Center-Little Italy
1992e002-91d5-4a6c-b1ae-9db6ef9950bd,The Legal Aid Society - Headquarters,The Legal Aid Society - Headquarters,199 Water Street,Manhattan,10038,Yes,1-212-577-3300,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Brooklyn;Bronx;Manhattan;Queens;Staten Island,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.70727,-74.004314,1,1,1502,1001162,1000747501,Battery Park City-Lower Manhattan
0f3f1c9c-821d-4240-af4c-1b6e7ec38d46,The Legal Aid Society - Harlem Community Law Office,The Legal Aid Society - Harlem Community Law Office,2090 Adam Clayton Powell Jr. Boulevard,Manhattan,10027,Yes,1-212-426-3000,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Manhattan,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,,,,,,,,
473dee2c-13a8-4371-85b0-8bc842c32ee3,The Legal Aid Society - Brooklyn Office for the Aging,The Legal Aid Society - Brooklyn Office for the Aging,"111 Livingston Street, 7 Floor",Brooklyn,11201,Yes,1-718-645-3111,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Brooklyn,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.691144,-73.98981,2,33,9,3002555,3002660001,Brooklyn Heights-Cobble Hill
59e8a344-672c-4b45-bed0-cee13f6740f0,The Legal Aid Society - Brooklyn Neighborhood Office,The Legal Aid Society - Brooklyn Neighborhood Office,"111 Livingston Avenue, 7 Floor",Brooklyn,11201,Yes,1-718-722-3100,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Brooklyn,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,,,,,,,,
21456019-f573-481b-9b2b-4b92797a9c29,The Legal Aid Society - Brooklyn Housing Court Office,The Legal Aid Society - Brooklyn Housing Court Office,"141 Livingston Street, 2 Floor",Brooklyn,11201,Yes,1-718-643-4819,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Brooklyn,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Community Education,,40.690647,-73.988346,2,33,37,3000428,3001540028,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
cd55ab9e-1220-41b5-b836-bc184d495bfe,The Legal Aid Society - Bronx Neighborhood Office,The Legal Aid Society - Bronx Neighborhood Office,260 East 161 Street,Bronx,10451,Yes,1-718-991-4600,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Bronx,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.825685,-73.918817,4,16,61,2002457,2024430100,East Concourse-Concourse Village
66c46c7c-f537-4539-9cea-ebf21a7b4e4e,The Legal Aid Society - Bronx Housing Court Office,The Legal Aid Society - Bronx Housing Court Office,1118 Grand Concourse,Bronx,10451,Yes,1-718-681-8712,,,https://www.legalaidnyc.org/civil,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Bronx,Yes,Albanian;American Sign Language (ASL);Arabic;Bengali;Chinese;English;French;Haitian Creole;Hindi;Korean;Polish;Russian;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;People with HIV/AIDS;LGBTQ;Men;Immigrants;People with Substance Abuse Issues;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities,,Civil Legal Services;Immigration Legal Services;Family Court Legal Services;Community Education,,40.832232,-73.919655,4,16,18102,2101266,2024620039,East Concourse-Concourse Village
a1727aa7-3475-4bce-ad98-06b8cc5ad985,"The Center for Anti-Violence Education, Inc.","The Center for Anti-Violence Education, Inc.","327 7 St, 2 Floor",Brooklyn,11215,Yes,1-718-788-1775,1-718-499-2284,,https://www.caeny.org,,,,Other,Mon - Fri: 10:00 AM - 6:00 PM,Brooklyn;Bronx;Manhattan;Queens;Staten Island,Yes,English;Spanish,,No,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Immigrants;Trafficking Survivors;Survivors of Teen Dating Violence; Children at Risk of Abuse/Neglect;Teenagers,,Community Education;General Domestic Violence Services;Services for Stalking Survivors;Teen Dating Survivor Services;Trafficking Victim Services,,40.67061,-73.985743,6,39,137,3337628,3009930042,Park Slope-Gowanus
ddc7ef99-e50b-4710-a439-6164515448d6,STEPS to End Family Violence,STEPS to End Family Violence,"413 120 Street, 2 Floor",Manhattan,10035,No,1-877-783-7794,,,https://www.egscf.org/programs/steps/,1-877-783-7794,Other,Mon - Fri: 10:00 AM - 6:00 PM,Other,Mon - Fri: 10:00 AM - 6:00 PM,Brooklyn;Bronx;Manhattan;Queens;Staten Island,Yes,Spanish,,Yes,No,Child Witnesses to DV;LGBTQ;Immigrants;Survivors of Teen Dating Violence;Teenagers,,Crisis Counseling;General Domestic Violence Services;Long Term Counseling;Play Therapy;Teen Dating Survivor Services,,,,,,,,,
a9dee0b6-1bc6-4dde-8958-7db40c0f04a0,Sephardic Bikur Holim,Sephardic Bikur Holim,425 Kings Highway,Brooklyn,11223,Yes,1-718-787-1300,1-718-787-9598,,https://www.sbhonline.org,1-718-787-0009,Other,Mon - Thurs: 9:00 AM - 5:00 PM; Fri: 9:00 AM - 1:00 PM,Other,Mon - Thurs: 9:00 AM - 5:00 PM; Fri: 9:00 AM - 1:00 PM,Brooklyn,No,English,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;Abusive Partners;Teenagers,,Community Education;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Job Training;Long Term Counseling;Play Therapy;Sexual Assault Services;Teen Dating Survivor Services,,40.604431,-73.974308,11,44,412,3000000,3066550034,Bensonhurst East
e347072c-251c-438e-84e4-df37e464ca47,Seamen's Society for Children and Families - Safe Passage,Seamen's Society for Children and Families - Safe Passage,50 Bay Street,Staten Island,10301,Yes,1-718-447-7740,,,https://seamenssociety.org/domestic-violence-services/,1-718-447-7740,Other,Mon: 9:00 AM - 6:00 PM; Tues - Thurs: 9:00 AM - 8:00 PM; Fri: 9:00 AM - 6:00 PM,Other,Mon: 9:00 AM - 6:00 PM; Tues - Thurs: 9:00 AM - 8:00 PM; Fri: 9:00 AM - 6:00 PM,Staten Island,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;Stalking Survivors;Survivors of Teen Dating Violence;Teenagers,,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Emergency Assistance/Transportation;Health Services;Job Training;Long Term Counseling;Lock Replacement;Play Therapy;Sexual Assault Services;Services for Stalking Survivors;Teen Dating Survivor Services;Shelter Assistance/Housing Assistance,,40.640901,-74.075766,1,49,3,5000034,5000050099,West New Brighton-New Brighton-St. George
5d5cee47-363a-4547-9c71-ba8a8fe82a80,Sauti Yetu - Staten Island Office,Sauti Yetu - Staten Island Office,58 Beach Street,Staten Island,10304,Yes,1-718-665-2486,,,http://www.sautiyetu.us,,,,Other,Mon - Fri: 9:00 AM - 6:00 PM,Brooklyn;Staten Island,Yes,Arabic;Bengali;French;Haitian Creole;Spanish;Other,African,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;Immigrants;Trafficking Survivors; Children at Risk of Abuse/Neglect,,Civil Legal Services;Community Education;Court/Police Accompaniment;General Domestic Violence Services;Health Services;Public Assistance;Sexual Assault Services;Trafficking Victim Services;Shelter Assistance/Housing Assistance,,40.628115,-74.078212,1,49,21,5013700,5005210120,Stapleton-Rosebank
dd745591-6842-43af-881c-7ba7f7ad1ffd,Sauti Yetu - Bronx Office,Sauti Yetu - Bronx Office,"2417 Third Avenue, Suite 205",Bronx,10451,Yes,1-718-665-2468,,,http://www.sautiyetu.us,,,,Mon - Fri: 9:00 AM - 5:00 PM,,Bronx,Yes,Arabic;Bengali;French;Haitian Creole,African,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;Immigrants;Trafficking Survivors; Children at Risk of Abuse/Neglect,,Civil Legal Services;Community Education;Court/Police Accompaniment;Health Services;Public Assistance;Sexual Assault Services;Trafficking Victim Services;Shelter Assistance/Housing Assistance,,40.808492,-73.930665,1,8,51,2000784,2023190100,Mott Haven-Port Morris
5161859a-407a-4de6-ad55-f047203ac01b,Safe Horizon - Staten Island Family Court,Safe Horizon - Staten Island Family Court,"30 Bay Street, 5 Floor",Staten Island,10304,Yes,1-718-447-3820,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/family-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,,Staten Island,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.641324,-74.075936,1,49,3,5000028,5000050068,West New Brighton-New Brighton-St. George
3c1d0e86-6afc-4593-aaaa-8728ec187cf0,Safe Horizon - Staten Island Criminal Court,Safe Horizon - Staten Island Criminal Court,"26 Central Avenue, Lower Level LL - 11",Staten Island,10304,Yes,1-718-727-7555,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/criminal-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,Closed for Lunch 1:00 PM - 2:00 PM,Staten Island,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;Child Witnesses to DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,,,,,,,,
85ecfd56-d79c-4733-a7bb-bc02a86a91c3,Safe Horizon - Staten Island Child Advocacy Center,Safe Horizon - Staten Island Child Advocacy Center,"135 Stuyvesant Place, 5 Floor",Staten Island,10301,Yes,1-718-556-4095,,1-806-604-5350,https://www.safehorizon.org/child-advocacy-center/,1-800-621-4673,24/7,,Other,Mon - Fri: 9:00 AM - 8:00 PM,Staten Island,Yes,English;Spanish,,Yes,No,Other,Child Survivors of Physical Abuse; Child Survivors of Sexual Abuse,Community Education;Crisis Counseling;Other,"Referrals only from Administration for Children Services, the District Attorney's Office, and New York City Police Department. No self-referrals.",40.642652,-74.076669,1,49,3,5000064,5000070012,West New Brighton-New Brighton-St. George
0c4e5175-76ad-4462-ae6a-d7d9859340d8,Safe Horizon - Queens Supervised Visitation Program,Safe Horizon - Queens Supervised Visitation Program,"151-20 Jamaica Avenue, 2 Floor",Queens,11432,Yes,1-718-262-0202,,1-806-604-5350,https://www.safehorizon.org/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,,Queens,Yes,Arabic;English;French;Haitian Creole;Hindi;Spanish;Urdu,,Yes,No,Survivors of Sexual Assault and DV;Other,Court Referred Supervised Visits,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Emergency Assistance/Transportation;Other,Supervised Visits/Exchanges,40.702499,-73.803109,12,27,240,4438731,4100930001,Jamaica
d57c428b-5d18-4856-ad30-8612eea3b8a6,Safe Horizon - Queens Criminal Court,Safe Horizon - Queens Criminal Court,"125-01 Queens Boulevard, G-7",Queens,11415,Yes,1-718-286-6083,,1-806-604-5350,https://www.safehorizon.org/our-services/legal-and-court-help/criminal-court-programs/,1-800-621-4673,24/7,,Mon - Fri: 9:00 AM - 5:00 PM,Closed for Lunch 1:00 PM - 2:00 PM,Queens,Yes,English;Spanish,,Yes,No,Survivors of Sexual Assault and DV;LGBTQ;Men;Immigrants;Trafficking Survivors;Elder Abuse Survivors;Stalking Survivors;Survivors of Teen Dating Violence;People with Disabilities;Teenagers;Other,Survivors of All Crime,Community Education;Court/Police Accompaniment;Crisis Counseling;General Domestic Violence Services;Elder Abuse Services;Emergency Assistance/Transportation;Lock Replacement;Sexual Assault Services;Services for Stalking Survivors;Shelter Assistance/Housing Assistance,,40.712357,-73.826292,9,29,216,4206522,4096530001,Kew Gardens
6afc41bd-7560-41d2-9f41-31af8cc01dd1,Safe Horizon - Queens Child Advocacy Center,Safe Horizon - Queens Child Advocacy Center,"112-25 Queens Boulevard, 3 Floor",Queens,11376,Yes,1-718-575-1342,,1-806-604-5350,https://www.safehorizon.org/child-advocacy-center/,1-800-621-4673,24/7,,Other,Mon - Fri: 9:00 AM - 10:00 PM; Sat - Sun: 11:00 AM - 7:00 PM,Queens,Yes,English;Spanish;Other,Hebrew; Mandarin,Yes,No,Other,Child Survivors of Physical Abuse; Child Survivors of Sexual Abuse,Community Education;Crisis Counseling;Other,"Referrals only from Administration for Children Services, the District Attorney's Office, and New York City Police Department. No self-referrals.",40.7181,-73.836515,6,29,75701,4312033,4022640067,Forest Hills
